id,name,ticker,currentprice,change,lastprice,updated,percent
39,ICICIGI,ICICIGI,1300,20,1250,TRUE,2
40,BANDHANBNK,BANDHANBNK,420,90,420,TRUE,24
41,GRASIM,GRASIM,600,-80,650,TRUE,-10
42,GICRE,GICRE,130,0,120,TRUE,0
43,LUPIN,LUPIN,780,10,800,TRUE,1
44,MRF,MRF,780,10,780,TRUE,2
45,ACC,ACC,1680,10,1570,TRUE,1
46,SAIL,SAIL,10,-10,10,TRUE,-33
47,M&M,M&M,460,-10,500,TRUE,-2
48,PIDILITIND,PIDILITIND,1390,10,1350,TRUE,1
49,SHREECEM,SHREECEM,120,0,120,TRUE,0
50,NTPC,NTPC,140,0,140,TRUE,0
51,GODREJCP,GODREJCP,740,0,730,TRUE,0
52,HINDZINC,HINDZINC,280,0,270,TRUE,0
53,BPCL,BPCL,440,10,430,TRUE,3
54,HDFCLIFE,HDFCLIFE,560,0,520,TRUE,0
55,BANKBARODA,BANKBARODA,170,-10,170,TRUE,-10
56,ONGC,ONGC,160,0,160,TRUE,0
57,MCDOWELL-N,MCDOWELL-N,710,10,660,TRUE,2
58,GAIL,GAIL,120,0,120,TRUE,0
59,EICHERMOT,EICHERMOT,140,0,110,TRUE,0
60,HINDUNILVR,HINDUNILVR,1990,10,2070,TRUE,1
61,DRREDDY,DRREDDY,360,10,400,TRUE,4
62,TECHM,TECHM,800,50,780,TRUE,8
63,BHARTIARTL,BHARTIARTL,310,0,300,TRUE,0
64,COLPAL,COLPAL,1410,-20,1400,TRUE,-2
65,TCS,TCS,2810,-180,2750,TRUE,-8
66,HAVELLS,HAVELLS,570,-20,610,TRUE,-3
67,SBILIFE,SBILIFE,820,-10,810,TRUE,-1
68,SRTRANSFIN,SRTRANSFIN,940,-20,900,TRUE,-2
69,ASIANPAINT,ASIANPAINT,1700,0,1700,TRUE,0
70,HCLTECH,HCLTECH,810,0,800,TRUE,0
71,CONCOR,CONCOR,330,0,360,TRUE,0
72,BAJAJHLDNG,BAJAJHLDNG,390,0,380,TRUE,0
73,COALINDIA,COALINDIA,270,0,230,TRUE,0
74,INFY,INFY,920,0,900,TRUE,0
75,CIPLA,CIPLA,580,0,560,TRUE,0
76,OFSS,OFSS,340,0,370,TRUE,0
77,POWERGRID,POWERGRID,230,0,230,TRUE,0
78,NHPC,NHPC,30,5,30,TRUE,25
79,UPL,UPL,430,0,430,TRUE,0
80,TATAMTRDVR,TATAMTRDVR,40,-10,35,TRUE,-17
81,CADILAHC,CADILAHC,170,0,170,TRUE,0
82,BAJAJ-AUTO,BAJAJ-AUTO,2040,140,2130,TRUE,5
83,PAGEIND,PAGEIND,1480,-20,1530,TRUE,-1
84,MARUTI,MARUTI,650,-30,610,TRUE,-5
85,TATAMOTORS,TATAMOTORS,120,-10,120,TRUE,-8
86,MARICO,MARICO,460,0,460,TRUE,0
87,MOTHERSUMI,MOTHERSUMI,80,-10,85,TRUE,-10
88,NMDC,NMDC,80,0,80,TRUE,0
89,INFRATEL,INFRATEL,230,0,240,TRUE,0
90,HINDALCO,HINDALCO,200,0,190,TRUE,0
91,RELIANCE,RELIANCE,1670,-20,1580,TRUE,-2
92,WIPRO,WIPRO,210,0,220,TRUE,0
93,BIOCON,BIOCON,260,-10,290,TRUE,-4
94,AUROPHARMA,AUROPHARMA,750,-20,770,TRUE,-3
95,SUNPHARMA,SUNPHARMA,270,-10,260,TRUE,-2
96,HEROMOTOCO,HEROMOTOCO,360,-110,370,TRUE,-37
97,TATASTEEL,TATASTEEL,440,-30,430,TRUE,-9
98,VEDL,VEDL,150,-10,180,TRUE,-7
99,IDEA,IDEA,90,10,85,TRUE,17
100,JSWSTEEL,JSWSTEEL,290,-10,290,TRUE,-5
101,PGHH,PGHH,940,-20,1070,TRUE,-2
