id,name,ticker,currentprice,change,lastprice,updated,percent
82,BAJAJ-AUTO,BAJAJ-AUTO,1970,-40,2010,TRUE,-2
83,PAGEIND,PAGEIND,1430,-120,1550,TRUE,-8
84,MARUTI,MARUTI,650,-120,770,TRUE,-16
85,TATAMOTORS,TATAMOTORS,130,0,130,TRUE,0
86,MARICO,MARICO,430,-10,440,TRUE,-2
87,MOTHERSUMI,MOTHERSUMI,110,0,110,TRUE,0
88,NMDC,NMDC,90,0,90,TRUE,0
89,INFRATEL,INFRATEL,220,0,220,TRUE,0
90,HINDALCO,HINDALCO,180,10,170,TRUE,6
91,RELIANCE,RELIANCE,1630,30,1600,TRUE,2
92,WIPRO,WIPRO,240,0,240,TRUE,0
93,BIOCON,BIOCON,280,10,270,TRUE,4
94,AUROPHARMA,AUROPHARMA,740,110,630,TRUE,17
95,SUNPHARMA,SUNPHARMA,290,-10,300,TRUE,-3
96,HEROMOTOCO,HEROMOTOCO,330,-40,370,TRUE,-11
97,TATASTEEL,TATASTEEL,400,40,360,TRUE,11
98,VEDL,VEDL,200,10,190,TRUE,5
99,IDEA,IDEA,70,-10,80,TRUE,-13
100,JSWSTEEL,JSWSTEEL,280,0,280,TRUE,0
101,PGHH,PGHH,1080,-20,1100,TRUE,-2
