id,name,ticker,currentprice,change,lastprice,updated,percent
52,HINDZINC,HINDZINC,270,0,270,TRUE,0
53,BPCL,BPCL,430,10,380,TRUE,3
54,HDFCLIFE,HDFCLIFE,520,180,550,TRUE,50
55,BANKBARODA,BANKBARODA,170,0,175,TRUE,0
56,ONGC,ONGC,160,0,160,TRUE,0
57,MCDOWELL-N,MCDOWELL-N,660,40,690,TRUE,6
58,GAIL,GAIL,120,0,120,TRUE,0
59,EICHERMOT,EICHERMOT,110,-20,100,TRUE,-12
60,HINDUNILVR,HINDUNILVR,2070,140,1970,TRUE,7
61,DRREDDY,DRREDDY,400,-20,370,TRUE,-7
62,TECHM,TECHM,780,-10,780,TRUE,-1
63,BHARTIARTL,BHARTIARTL,300,-10,280,TRUE,-3
64,COLPAL,COLPAL,1400,0,1360,TRUE,0
65,TCS,TCS,2750,50,2700,TRUE,2
66,HAVELLS,HAVELLS,610,-10,600,TRUE,-2
67,SBILIFE,SBILIFE,810,0,810,TRUE,0
68,SRTRANSFIN,SRTRANSFIN,900,0,880,TRUE,0
69,ASIANPAINT,ASIANPAINT,1700,0,1730,TRUE,0
70,HCLTECH,HCLTECH,800,30,820,TRUE,3
71,CONCOR,CONCOR,360,40,350,TRUE,8
72,BAJAJHLDNG,BAJAJHLDNG,380,0,360,TRUE,0
73,COALINDIA,COALINDIA,230,-10,230,TRUE,-5
74,INFY,INFY,900,10,930,TRUE,1
75,CIPLA,CIPLA,560,20,550,TRUE,4
76,OFSS,OFSS,370,20,370,TRUE,6
77,POWERGRID,POWERGRID,230,0,220,TRUE,0
78,NHPC,NHPC,30,30,30,TRUE,300
79,UPL,UPL,430,10,480,TRUE,2
80,TATAMTRDVR,TATAMTRDVR,35,-15,50,TRUE,-20
81,CADILAHC,CADILAHC,170,0,180,TRUE,0
82,BAJAJ-AUTO,BAJAJ-AUTO,2130,190,2070,TRUE,7
83,PAGEIND,PAGEIND,1530,-60,1460,TRUE,-3
84,MARUTI,MARUTI,610,0,690,TRUE,0
85,TATAMOTORS,TATAMOTORS,120,0,130,TRUE,0
86,MARICO,MARICO,460,20,440,TRUE,5
87,MOTHERSUMI,MOTHERSUMI,85,10,110,TRUE,9
88,NMDC,NMDC,80,0,80,TRUE,0
89,INFRATEL,INFRATEL,240,-10,240,TRUE,-4
90,HINDALCO,HINDALCO,190,-20,180,TRUE,-12
91,RELIANCE,RELIANCE,1580,170,1580,TRUE,12
92,WIPRO,WIPRO,220,20,240,TRUE,7
93,BIOCON,BIOCON,290,10,280,TRUE,5
94,AUROPHARMA,AUROPHARMA,770,20,750,TRUE,3
95,SUNPHARMA,SUNPHARMA,260,-10,250,TRUE,-2
96,HEROMOTOCO,HEROMOTOCO,370,10,340,TRUE,3
97,TATASTEEL,TATASTEEL,430,-20,420,TRUE,-5
98,VEDL,VEDL,180,0,200,TRUE,0
99,IDEA,IDEA,85,0,70,TRUE,0
100,JSWSTEEL,JSWSTEEL,290,10,290,TRUE,4
101,PGHH,PGHH,1070,50,1100,TRUE,5
